INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2022,TURMA_2022,INDE_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022
,ALUNO-816,"3,00",B,"7,00",Ametista,"Melhorar: Melhorar a sua entrega de lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,30","7,11","7,50","7,50","7,70",Não,"6,50","10,00"
Escola Pública,ALUNO-817,"3,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,70","7,73","7,50","7,22","8,00",Não,"8,00","2,50"
,ALUNO-818,"0,00",Q,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,00","7,50","8,25","6,00",Não,"8,33","5,00"
,ALUNO-819,"0,00",L,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","9,29","7,50","4,33","5,93",Não,"7,41","5,00"
Rede Decisão/União,ALUNO-820,"5,00",B,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,10","8,13","5,63","8,43","6,45",Não,"7,90","5,00"
Escola Pública,ALUNO-821,,,,,,,,,,,,,,,
,ALUNO-822,"1,00",C,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,59","5,63","8,33","6,25",Não,"7,80","10,00"
Rede Decisão/União,ALUNO-823,"2,00",L,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,32","8,75","7,16","6,45",Não,"8,22","5,00"
Escola Pública,ALUNO-824,"2,00",U,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,00","6,06","7,50","4,25","6,25",Não,"5,88","5,00"
Escola João Paulo II,ALUNO-825,"3,00",B,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","5,57","4,38","5,47","7,81",Não,"4,91","5,00"
Escola Pública,ALUNO-826,,,,,,,,,,,,,,,
,ALUNO-827,,,,,,,,,,,,,,,
Rede Decisão/União,"ALUNO-8,3","6,00",A,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,60","4,84","8,13","3,83","7,90",Não,"7,30","5,00"
Escola Pública,ALUNO-829,"4,00",F,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,10","8,24","5,63","5,66","6,70",Não,"5,90","10,00"
Rede Decisão/União,ALUNO-830,"5,00",B,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,60","9,24","6,25","7,16","6,45",Não,"8,12","10,00"
Escola Pública,ALUNO-831,"2,00",U,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,10","7,50","3,00","6,25",Não,"5,99","5,00"
,ALUNO-832,"3,00",E,"8,60",Topázio,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","9,37","7,50","6,94","9,06",Sim,"8,50","10,00"
,ALUNO-833,,,,,,,,,,,,,,,
,ALUNO-834,"3,00",A,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","7,73","7,50","4,50","7,50",Não,"6,80","5,00"
Escola Pública,ALUNO-835,"2,00",K,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","6,18","5,00","3,25","6,25",Não,"5,99","5,00"
,ALUNO-836,"0,00",O,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","7,63","7,50","6,00","5,00",Não,"7,33","5,00"
Escola Pública,ALUNO-837,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-838,,,,,,,,,,,,,,,
,ALUNO-839,"1,00",D,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","9,85","7,50","8,00","6,25",Não,"8,16","5,00"
Escola Pública,ALUNO-840,"0,00",I,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,48","6,88","7,25","5,00",Não,"7,08","5,00"
,ALUNO-841,"0,00",Y,"6,80",Ágata,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","8,23","4,38","7,71","4,00",Não,"7,40","5,00"
Escola Pública,ALUNO-842,,,,,,,,,,,,,,,
,ALUNO-843,"7,00",A,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,30","5,22","5,00","4,11","6,70",Não,"7,05","5,00"
,ALUNO-844,"1,00",R,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","8,60","7,50","6,75","6,25",Não,"7,55","5,00"
,ALUNO-845,,,,,,,,,,,,,,,
Escola Pública,ALUNO-846,,,,,,,,,,,,,,,
,ALUNO-847,"0,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,71","8,13","7,94","5,00",Não,"6,33","10,00"
Escola Pública,ALUNO-848,"3,00",M,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,50","8,90","7,50","3,91","7,30",Não,"5,40","5,00"
Escola Pública,ALUNO-849,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-850,"4,00",B,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","7,77","5,00","6,71","7,70",Não,"7,20","10,00"
Escola Pública,ALUNO-851,"1,00",L,"8,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","9,68","7,50","8,58","6,04",Não,"7,66","5,00"
,ALUNO-852,"0,00",I,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","7,88","8,75","7,16","6,00",Não,"7,50","5,00"
,ALUNO-853,"1,00",U,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,09","7,50","7,75","5,93",Sim,"8,80","5,00"
,ALUNO-854,"2,00",M,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,09","7,50","5,66","6,45",Não,"6,77","10,00"
Escola Pública,ALUNO-855,"3,00",M,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,70","1,81","7,50","4,25","7,30",Não,"5,50","5,00"
,ALUNO-856,"5,00",B,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,10","9,20","7,50","7,16","6,04",Não,"7,90","5,00"
,ALUNO-857,"1,00",L,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,52","7,50","7,50","6,25",Não,"8,00","5,00"
Escola Pública,ALUNO-858,"2,00",D,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","8,40","5,00","4,58","4,00",Não,"8,27","5,00"
,ALUNO-859,"1,00",H,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","8,41","7,50","8,50","6,00",Não,"7,91","5,00"
Escola Pública,ALUNO-860,,,,,,,,,,,,,,,
Escola Pública,ALUNO-861,"4,00",H,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,60","6,27","6,88","6,87","7,18",Não,"7,30","5,00"
Escola Pública,ALUNO-862,"1,00",R,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,50","9,10","7,50","8,25","6,25",Sim,"8,38","5,00"
,ALUNO-863,"0,00",D,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","9,20","8,13","9,41","6,00",Não,"7,91","10,00"
,ALUNO-864,"2,00",Q,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,00","8,75","7,50","8,50","6,45",Não,"7,66","5,00"
,ALUNO-865,"1,00",K,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,50","7,38","7,50","4,58","6,04",Não,"6,27","5,00"
Escola Pública,ALUNO-866,"1,00",A,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,50","9,70","7,50","9,58","7,00",Sim,"9,30","5,00"
,ALUNO-867,,,,,,,,,,,,,,,
,ALUNO-868,"0,00",D,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","8,88","8,13","6,91","6,00",Não,"7,91","5,00"
,ALUNO-869,"1,00",P,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,35","7,50","4,75","6,04",Não,"6,77","5,00"
,ALUNO-870,"2,00",L,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","10,00","7,50","8,00","6,66",Sim,"9,55","5,00"
,ALUNO-871,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-872,"3,00",K,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,10","5,72","5,63","4,33","7,18",Não,"5,10","5,00"
Escola Pública,ALUNO-873,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-874,,,,,,,,,,,,,,,
,ALUNO-875,,,,,,,,,,,,,,,
,ALUNO-876,"0,00",U,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,21","7,50","7,16","5,00",Não,"7,20","5,00"
Escola Pública,ALUNO-877,"3,00",M,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","6,60","7,50","4,75","7,30",Não,"5,20","5,00"
,ALUNO-878,,,,,,,,,,,,,,,
,ALUNO-879,"1,00",G,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,83","5,00","5,50","3,75",Não,"7,16","5,00"
Escola Pública,ALUNO-880,,,,,,,,,,,,,,,
,ALUNO-881,"1,00",E,"8,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,84","7,50","7,83","7,00",Não,"8,16","5,00"
,ALUNO-882,"1,00",N,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","7,57","7,50","9,16","6,00",Não,"7,33","5,00"
,ALUNO-883,"1,00",E,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,66","7,50","5,50","6,25",Não,"7,16","10,00"
,ALUNO-884,"5,00",B,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","6,70","5,99","7,50","4,90","4,58",Não,"6,20","2,50"
,ALUNO-885,"1,00",L,"8,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,00","7,50","8,83","6,25",Não,"8,33","5,00"
Escola Pública,ALUNO-886,"1,00",M,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,66","7,50","7,25","6,25",Não,"6,88","10,00"
,ALUNO-887,"1,00",A,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","7,22","7,50","0,00","4,58",Não,"6,49","10,00"
Escola Pública,ALUNO-888,,,,,,,,,,,,,,,
Escola Pública,ALUNO-889,"3,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,30","8,51","7,50","6,55","7,30",Não,"7,50","10,00"
Escola Pública,ALUNO-890,,,,,,,,,,,,,,,
,ALUNO-891,"1,00",D,"8,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","10,00","7,50","6,50","6,25",Não,"7,50","10,00"
Escola Pública,ALUNO-892,,,,,,,,,,,,,,,
,ALUNO-893,"2,00",P,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","0,00","7,00","7,50","3,50","6,45",Não,"5,60","10,00"
Escola Pública,ALUNO-894,,,,,,,,,,,,,,,
,ALUNO-895,"0,00",D,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,76","8,13","5,66","6,00",Não,"7,70","10,00"
,ALUNO-896,"2,00",U,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","9,18","7,50","5,83","5,62",Não,"7,66","5,00"
,ALUNO-897,,,,,,,,,,,,,,,
Escola Pública,ALUNO-898,,,,,,,,,,,,,,,
Escola Pública,ALUNO-899,,,,,,,,,,,,,,,
,ALUNO-900,"3,00",B,"7,00",Ametista,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,90","7,31","7,50","6,50","7,70",Não,"7,50","5,00"
,ALUNO-901,"1,00",J,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","5,84","7,50","3,75","6,04",Não,"7,22","5,00"
Escola Pública,ALUNO-902,"0,00",B,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","8,76","7,50","7,41","5,31",Não,"7,74","5,00"
Escola Pública,ALUNO-903,"2,00",L,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,00","9,38","7,50","7,50","6,04",Não,"8,22","10,00"
Escola Pública,ALUNO-904,,,,,,,,,,,,,,,
,ALUNO-905,"0,00",F,"7,00",Ametista,"Melhorar: Melhorar a sua entrega de lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","6,65","7,50","9,10","6,25",Sim,"8,41","5,00"
Rede Decisão/União,ALUNO-906,,,,,,,,,,,,,,,
Escola Pública,ALUNO-907,,,,,,,,,,,,,,,
Escola Pública,ALUNO-908,,,,,,,,,,,,,,,
Escola Pública,ALUNO-909,"2,00",I,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,91","8,50","5,63","4,50","6,45",Não,"7,72","5,00"
Escola Pública,ALUNO-910,"7,00",A,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,10","4,20","5,00","2,96","7,30",Não,"6,38","5,00"
Escola Pública,ALUNO-911,"4,00",A,"5,50",Quartzo,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","4,50","7,67","5,00","5,00","5,80",Não,"6,10","2,50"
Escola Pública,ALUNO-912,,,,,,,,,,,,,,,
,ALUNO-913,"3,00",D,"7,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","0,00","8,08","7,50","6,48","7,90",Não,"7,83","10,00"
,ALUNO-914,"2,00",B,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","6,74","7,50","6,58","6,25",Não,"7,50","5,00"
